MPN	product_id	gtin	title	Description	price	url	actualImgUrl	product_url	image_url	product_category	brand	availability	Shipping Cost	MSRP	parent_product_id
OP-PECLB5MD-BAR-SPA-K	OP-PECLB5MD-BAR-SPA-K	7.07E+11	Barcelo Deluxe 5pc Motion Club Set - Spa Blue	To find the ultimate in outdoor relaxation; this designer set has everything you need. Full-motion club chairs rotate 360 degrees and rock back and forth; and are equipped with ottomans you can rest your feet on for added comfort. A side table is included in the set to accomodate drinks; decor; and accessories so you can keep items within reach as you enjoy your outdoor paradise.<br><br><ul><li>Kit includes two motion club chairs; two club ottomans; a side table; and coordinated accent lumbar pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable Solarfast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>Designed for use in both hot and cold climates.</li><li>Virtually maintenance free; simply rinse with a mild soap and water.</li><li>Coordinates with the pieces in the Barcelo Collection.</li></ul>	1799.99	http://www.rstbrands.com/Barcelo-5pc-Deluxe-Motion-Club-Ottoman-Set-Spa-Blue	https://www.rstbrands.com/ProductImages/OP-PECLB5MD-BAR-SPA-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-5pc-Deluxe-Motion-Club-Ottoman-Set-Spa-Blue	http://www.rstbrands.com/ProductImages/OP-PECLB5MD-BAR-SPA-K_main-1.jpg	New Items;Outdoor Chairs	RST Brands	In Stock	90	1799.99	Barcelo 5pc Motion Club Chair Set
OP-PECLB5MD-BAR-MXM-K	OP-PECLB5MD-BAR-MXM-K	7.07E+11	Barcelo Deluxe 5pc Motion Club Set - Maxim Beige	To find the ultimate in outdoor relaxation; this designer set has everything you need. Full-motion club chairs rotate 360 degrees and rock back and forth; and are equipped with ottomans you can rest your feet on for added comfort. A side table is included in the set to accomodate drinks; decor; and accessories so you can keep items within reach as you enjoy your outdoor paradise.<br><br>Features:<br><ul><li>Kit includes two motion club chairs; two club ottomans; a side table; and coordinated accent lumbar pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable Solarfast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>Designed for use in both hot and cold climates.</li><li>Virtually maintenance free; simply rinse with a mild soap and water.</li><li>Coordinates with the pieces in the Barcelo Collection.</li></ul>	1799.99	http://www.rstbrands.com/Barcelo-5pc-Deluxe-Motion-Club-Ottoman-Set-Maxim-Beige	https://www.rstbrands.com/ProductImages/OP-PECLB5MD-BAR-MXM-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-5pc-Deluxe-Motion-Club-Ottoman-Set-Maxim-Beige	http://www.rstbrands.com/ProductImages/OP-PECLB5MD-BAR-MXM-K_main-1.jpg	New Items;Outdoor Chairs	RST Brands	In Stock	90	1799.99	Barcelo 5pc Motion Club Chair Set
OP-PECLB5M-BAR-YLW-K	OP-PECLB5M-BAR-YLW-K	7.07E+11	Barcelo 5pc Motion Club Set - Sunflower Yellow	To find the ultimate in outdoor relaxation; this set has everything you need. Full-motion club chairs rotate 360 degrees and rock back and forth; and are equipped with ottomans you can rest your feet on for added comfort. A side table is included in the set to accomodate drinks; decor; and accessories so you can keep items within reach as you enjoy your outdoor paradise.<br><br><ul><li>Kit includes two motion club chairs; two club ottomans; a side table; and coordinated accent lumbar pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable SolarFast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>Designed for use in both hot and cold climates.</li><li>Virtually maintenance free; simply rinse with a mild soap and water.</li><li>Coordinates with the pieces in the Barcelo Collection.</li></ul>	1799.99	http://www.rstbrands.com/Barcelo-5pc-Motion-Club-Ottoman-Set-Sunflower-Yellow	https://www.rstbrands.com/ProductImages/OP-PECLB5M-BAR-YLW-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-5pc-Motion-Club-Ottoman-Set-Sunflower-Yellow	http://www.rstbrands.com/ProductImages/OP-PECLB5M-BAR-YLW-K_main-1.jpg	New Items;Outdoor Chairs	RST Brands	In Stock	90	1799.99	Barcelo 5pc Motion Club Chair Set
OP-PECLB5MD-BAR-YLW-K	OP-PECLB5MD-BAR-YLW-K	7.07E+11	Barcelo Deluxe 5pc Motion Club Set - Sunflower Yellow	To find the ultimate in outdoor relaxation; this designer set has everything you need. Full-motion club chairs rotate 360 degrees and rock back and forth; and are equipped with ottomans you can rest your feet on for added comfort. A side table is included in the set to accomodate drinks; decor; and accessories so you can keep items within reach as you enjoy your outdoor paradise.<br><br><ul><li>Kit includes two motion club chairs; two club ottomans; a side table; and coordinated accent lumbar pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable Solarfast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>Designed for use in both hot and cold climates.</li><li>Virtually maintenance free; simply rinse with a mild soap and water.</li><li>Coordinates with the pieces in the Barcelo Collection.</li></ul>	1799.99	http://www.rstbrands.com/Barcelo-5pc-Deluxe-Motion-Club-Ottoman-Set-Sunflower-Yellow	https://www.rstbrands.com/ProductImages/OP-PECLB5MD-BAR-YLW-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-5pc-Deluxe-Motion-Club-Ottoman-Set-Sunflower-Yellow	http://www.rstbrands.com/ProductImages/OP-PECLB5MD-BAR-YLW-K_main-1.jpg	New Items;Outdoor Chairs	RST Brands	In Stock	90	1799.99	Barcelo 5pc Motion Club Chair Set
OP-PECLB5M-BAR-WIS-K	OP-PECLB5M-BAR-WIS-K	7.07E+11	Barcelo 5pc Motion Club Set - Wisteria Lavender	To find the ultimate in outdoor relaxation; this set has everything you need. Full-motion club chairs rotate 360 degrees and rock back and forth; and are equipped with ottomans you can rest your feet on for added comfort. A side table is included in the set to accomodate drinks; decor; and accessories so you can keep items within reach as you enjoy your outdoor paradise.<br><br><ul><li>Kit includes two motion club chairs; two club ottomans; a side table; and coordinated accent lumbar pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable SolarFast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>Designed for use in both hot and cold climates.</li><li>Virtually maintenance free; simply rinse with a mild soap and water.</li><li>Coordinates with the pieces in the Barcelo Collection.</li></ul>	1799.99	http://www.rstbrands.com/Barcelo-5pc-Motion-Club-Ottoman-Set-Wisteria-Lavender	https://www.rstbrands.com/ProductImages/OP-PECLB5M-BAR-WIS-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-5pc-Motion-Club-Ottoman-Set-Wisteria-Lavender	http://www.rstbrands.com/ProductImages/OP-PECLB5M-BAR-WIS-K_main-1.jpg	New Items;Outdoor Chairs	RST Brands	In Stock	90	1799.99	Barcelo 5pc Motion Club Chair Set
OP-PETS7-BAR-K	OP-PETS7-BAR-K	7.07E+11	Barcelo 7pc Dining Set	Enjoy meals and games outdoors by adding a dining table to your outdoor space. The Barcelo Dining Table is designed to sit up to 6 guests comfortably. For shade or protection from the elements; the dining table features a hole for umbrellas with posts up to two inches in diameter. <br><br>Features: <ul><li>Kit includes six spring arm chairs; and a 78x42 in. dining table.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable Solarfast-�� resin wicker</li><li>Designed for use in both hot and cold climates.</li><li>Virtually maintenance free; simply rinse with a mild soap and water.</li><li>Minor table assembly required.</li><li>Coordinates with the pieces in the Barcelo Collection.</li></ul>	1999.99	http://www.rstbrands.com/Barcelo-7pc-Dining-Table	https://www.rstbrands.com/ProductImages/OP-PETS7-BAR-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-7pc-Dining-Table	http://www.rstbrands.com/ProductImages/OP-PETS7-BAR-K_main-1.jpg	New Items;Outdoor Dining;Outdoor Furniture;Sale	RST Brands	In Stock	90	1999.99	Barcelo 7pc Dining Set
OP-PESS7M-BAR-SUN-K	OP-PESS7M-BAR-SUN-K	6.16E+11	Barcelo 7pc Motion Club Seating Set - Sunset Red	Perfect for gathering around with your friends and family; this 7pc Seating Group has everything you need to unwind in a space where you can enjoy your outdoor setting. This beautiful seating set features a two tone resin wicker meticulously woven in a vertical diamond pattern; accented by brushed aluminum legs and accents. Legs are tapered for added depth and detail; and brushed to a rich wood grain mohaoganny finish to accent the espresso colored resin wickers. Comfortable and deep motion chairs rotate a full 360 degrees; and all pieces are lightweight; durable and engineered to last outdoors.<br><br>Features: <ul><li>Kit includes two motion club chairs; two club ottomans; a 76-inch sofa; coffee table; side table; and six coordinated accent pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable SolarFast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>	3299.99	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Sunset-Red	https://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-SUN-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Sunset-Red	http://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-SUN-K_main-1.jpg	New Items;Outdoor Furniture;Outdoor Sofas and Sectionals	RST Brands	In Stock	99.99	3299.99	Barcelo 7pc Motion Club Seating Set
OP-PESS7M-BAR-MXM-K	OP-PESS7M-BAR-MXM-K	6.16E+11	Barcelo 7pc Seating Set with Motion - Maxim Beige	Perfect for gathering around with your friends and family; this 7pc Seating Group has everything you need to unwind in a space where you can enjoy your outdoor setting. This beautiful seating set features a two tone resin wicker meticulously woven in a vertical diamond pattern; accented by brushed aluminum legs and accents. Legs are tapered for added depth and detail; and brushed to a rich wood grain mohaoganny finish to accent the espresso colored resin wickers. Comfortable and deep motion chairs rotate a full 360 degrees; and all pieces are lightweight; durable and engineered to last outdoors.<br><br>Features: <ul><li>Kit includes two motion club chairs; two club ottomans; a 76-inch sofa; coffee table; side table; and six coordinated accent pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable SolarFast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>	3299.99	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Maxim-Beige	https://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-MXM-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Maxim-Beige	http://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-MXM-K_main-1.jpg	New Items;Outdoor Furniture;Outdoor Sofas and Sectionals	RST Brands	In Stock	99.99	3299.99	Barcelo 7pc Motion Club Seating Set
OP-PESS7M-BAR-BLS-K	OP-PESS7M-BAR-BLS-K	6.16E+11	Barcelo 7pc Motion Club Seating Set - Bliss Blue	Perfect for gathering around with your friends and family; this 7pc Seating Group has everything you need to unwind in a space where you can enjoy your outdoor setting. This beautiful seating set features a two tone resin wicker meticulously woven in a vertical diamond pattern; accented by brushed aluminum legs and accents. Legs are tapered for added depth and detail; and brushed to a rich wood grain mohaoganny finish to accent the espresso colored resin wickers. Comfortable and deep motion chairs rotate a full 360 degrees; and all pieces are lightweight; durable and engineered to last outdoors.<br><br>Features: <ul><li>Kit includes two motion club chairs; two club ottomans; a 76-inch sofa; coffee table; side table; and six coordinated accent pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable SolarFast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>	3299.99	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Bliss-Blue	https://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-BLS-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Bliss-Blue	http://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-BLS-K_main-1.jpg	New Items;Outdoor Furniture;Outdoor Sofas and Sectionals	RST Brands	In Stock	99.99	3299.99	Barcelo 7pc Motion Club Seating Set
OP-PESS7M-BAR-SLT-K	OP-PESS7M-BAR-SLT-K	6.16E+11	Barcelo 7pc Motion Club Seating Set - Slate Grey	Perfect for gathering around with your friends and family; this 7pc Seating Group has everything you need to unwind in a space where you can enjoy your outdoor setting. This beautiful seating set features a two tone resin wicker meticulously woven in a vertical diamond pattern; accented by brushed aluminum legs and accents. Legs are tapered for added depth and detail; and brushed to a rich wood grain mohaoganny finish to accent the espresso colored resin wickers. Comfortable and deep motion chairs rotate a full 360 degrees; and all pieces are lightweight; durable and engineered to last outdoors.<br><br>Features: <ul><li>Kit includes two motion club chairs; two club ottomans; a 76-inch sofa; coffee table; side table; and six coordinated accent pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable SolarFast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>	3299.99	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Slate-Grey	https://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-SLT-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Slate-Grey	http://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-SLT-K_main-1.jpg	New Items;Outdoor Furniture;Outdoor Sofas and Sectionals	RST Brands	In Stock	99.99	3299.99	Barcelo 7pc Motion Club Seating Set
OP-PESS7M-BAR-TKA-K	OP-PESS7M-BAR-TKA-K	6.16E+11	Barcelo 7pc Motion Club Seating Set - Tikka Orange	Perfect for gathering around with your friends and family; this 7pc Seating Group has everything you need to unwind in a space where you can enjoy your outdoor setting. This beautiful seating set features a two tone resin wicker meticulously woven in a vertical diamond pattern; accented by brushed aluminum legs and accents. Legs are tapered for added depth and detail; and brushed to a rich wood grain mohaoganny finish to accent the espresso colored resin wickers. Comfortable and deep motion chairs rotate a full 360 degrees; and all pieces are lightweight; durable and engineered to last outdoors.<br><br>Features: <ul><li>Kit includes two motion club chairs; two club ottomans; a 76-inch sofa; coffee table; side table; and six coordinated accent pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable SolarFast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>	3299.99	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Tikka-Orange	https://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-TKA-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Tikka-Orange	http://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-TKA-K_main-1.jpg	New Items;Outdoor Furniture;Outdoor Sofas and Sectionals	RST Brands	In Stock	99.99	3299.99	Barcelo 7pc Motion Club Seating Set
OP-PESS7M-BAR-CHR-K	OP-PESS7M-BAR-CHR-K	6.16E+11	Barcelo 7pc Motion Club Seating Set - Charcoal Grey	Perfect for gathering around with your friends and family; this 7pc Seating Group has everything you need to unwind in a space where you can enjoy your outdoor setting. This beautiful seating set features a two tone resin wicker meticulously woven in a vertical diamond pattern; accented by brushed aluminum legs and accents. Legs are tapered for added depth and detail; and brushed to a rich wood grain mohaoganny finish to accent the espresso colored resin wickers. Comfortable and deep motion chairs rotate a full 360 degrees; and all pieces are lightweight; durable and engineered to last outdoors.<br><br>Features: <ul><li>Kit includes two motion club chairs; two club ottomans; a 76-inch sofa; coffee table; side table; and six coordinated accent pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable SolarFast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>	3299.99	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Charcoal-Grey	https://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-CHR-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Charcoal-Grey	http://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-CHR-K_main-1.jpg	New Items;Outdoor Furniture;Outdoor Sofas and Sectionals	RST Brands	In Stock	99.99	3299.99	Barcelo 7pc Motion Club Seating Set
OP-PESS7M-BAR-GNK-K	OP-PESS7M-BAR-GNK-K	6.16E+11	Barcelo 7pc Motion Club Seating Set - Ginkgo Green	Perfect for gathering around with your friends and family; this 7pc Seating Group has everything you need to unwind in a space where you can enjoy your outdoor setting. This beautiful seating set features a two tone resin wicker meticulously woven in a vertical diamond pattern; accented by brushed aluminum legs and accents. Legs are tapered for added depth and detail; and brushed to a rich wood grain mohaoganny finish to accent the espresso colored resin wickers. Comfortable and deep motion chairs rotate a full 360 degrees; and all pieces are lightweight; durable and engineered to last outdoors.<br><br>Features: <ul><li>Kit includes two motion club chairs; two club ottomans; a 76-inch sofa; coffee table; side table; and six coordinated accent pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable SolarFast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>	3299.99	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Ginkgo-Green	https://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-GNK-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Ginkgo-Green	http://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-GNK-K_main-1.jpg	New Items;Outdoor Furniture;Outdoor Sofas and Sectionals	RST Brands	In Stock	99.99	3299.99	Barcelo 7pc Motion Club Seating Set
OP-PESS7M-BAR-NVY-K	OP-PESS7M-BAR-NVY-K	6.16E+11	Barcelo 7pc Motion Club Seating Set - Navy Blue	Perfect for gathering around with your friends and family; this 7pc Seating Group has everything you need to unwind in a space where you can enjoy your outdoor setting. This beautiful seating set features a two tone resin wicker meticulously woven in a vertical diamond pattern; accented by brushed aluminum legs and accents. Legs are tapered for added depth and detail; and brushed to a rich wood grain mohaoganny finish to accent the espresso colored resin wickers. Comfortable and deep motion chairs rotate a full 360 degrees; and all pieces are lightweight; durable and engineered to last outdoors.<br><br>Features: <ul><li>Kit includes two motion club chairs; two club ottomans; a 76-inch sofa; coffee table; side table; and six coordinated accent pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable SolarFast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>	3299.99	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Navy-Blue	https://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-NVY-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Navy-Blue	http://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-NVY-K_main-1.jpg	New Items;Outdoor Furniture;Outdoor Sofas and Sectionals	RST Brands	In Stock	99.99	3299.99	Barcelo 7pc Motion Club Seating Set
OP-PESS7M-BAR-MOR-K	OP-PESS7M-BAR-MOR-K	6.16E+11	Barcelo 7pc Motion Club Seating Set - Moroccan Cream	Perfect for gathering around with your friends and family; this 7pc Seating Group has everything you need to unwind in a space where you can enjoy your outdoor setting. This beautiful seating set features a two tone resin wicker meticulously woven in a vertical diamond pattern; accented by brushed aluminum legs and accents. Legs are tapered for added depth and detail; and brushed to a rich wood grain mohaoganny finish to accent the espresso colored resin wickers. Comfortable and deep motion chairs rotate a full 360 degrees; and all pieces are lightweight; durable and engineered to last outdoors.<br><br>Features: <ul><li>Kit includes two motion club chairs; two club ottomans; a 76-inch sofa; coffee table; side table; and six coordinated accent pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable SolarFast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>	3299.99	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Morrocan-Cream	https://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-MOR-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Morrocan-Cream	http://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-MOR-K_main-1.jpg	New Items;Outdoor Furniture;Outdoor Sofas and Sectionals	RST Brands	In Stock	99.99	3299.99	Barcelo 7pc Motion Club Seating Set
OP-PESS7M-BAR-SPA-K	OP-PESS7M-BAR-SPA-K	7.07E+11	Barcelo 7pc Motion Club Seating Set - Spa Blue	Perfect for gathering around with your friends and family; this 7pc Seating Group has everything you need to unwind in a space where you can enjoy your outdoor setting. This beautiful seating set features a two tone resin wicker meticulously woven in a vertical diamond pattern; accented by brushed aluminum legs and accents. Legs are tapered for added depth and detail; and brushed to a rich wood grain mohaoganny finish to accent the espresso colored resin wickers. Comfortable and deep motion chairs rotate a full 360 degrees; and all pieces are lightweight; durable and engineered to last outdoors.<br><br>Features: <ul><li>Kit includes two motion club chairs; two club ottomans; a 76-inch sofa; coffee table; side table; and six coordinated accent pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable SolarFast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>	3299.99	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Spa-Blue	https://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-SPA-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Spa-Blue	http://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-SPA-K_main-1.jpg	New Items;Outdoor Furniture;Outdoor Sofas and Sectionals	RST Brands	In Stock	99.99	3299.99	Barcelo 7pc Motion Club Seating Set
OP-PESS7MD-BAR-SPA-K	OP-PESS7MD-BAR-SPA-K	7.07E+11	Barcelo Deluxe 7pc Motion Club Seating Set - Spa Blue	Perfect for gathering around with your friends and family; this 7pc Seating Group has everything you need to unwind in a space where you can enjoy your outdoor setting. This designer seating set features a two tone resin wicker meticulously woven in a vertical diamond pattern; accented by brushed aluminum legs and accents. Legs are tapered for added depth and detail; and brushed to a rich wood grain mohaoganny finish to accent the espresso colored resin wickers. Comfortable and deep motion chairs rotate a full 360 degrees; and all pieces are lightweight; durable and engineered to last outdoors.<br><br>Features: <ul><li>Kit includes two motion club chairs; two club ottomans; a 76-inch sofa; coffee table; side table; and six coordinated accent pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable SolarFast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>D	3299.99	http://www.rstbrands.com/Barcelo-7pc-Deluxe-Motion-Club-Deep-Seating-Set-Spa-Blue	https://www.rstbrands.com/ProductImages/OP-PESS7MD-BAR-SPA-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-7pc-Deluxe-Motion-Club-Deep-Seating-Set-Spa-Blue	http://www.rstbrands.com/ProductImages/OP-PESS7MD-BAR-SPA-K_main-1.jpg	New Items;Outdoor Sofas and Sectionals	RST Brands	In Stock	99.99	3299.99	Barcelo 7pc Motion Club Seating Set
OP-PESS7MD-BAR-MXM-K	OP-PESS7MD-BAR-MXM-K	7.07E+11	Barcelo Deluxe 7pc Motion Club Seating Set - Maxim Beige	Perfect for gathering around with your friends and family; this 7pc Seating Group has everything you need to unwind in a space where you can enjoy your outdoor setting. This designer seating set features a two tone resin wicker meticulously woven in a vertical diamond pattern; accented by brushed aluminum legs and accents. Legs are tapered for added depth and detail; and brushed to a rich wood grain mohaoganny finish to accent the espresso colored resin wickers. Comfortable and deep motion chairs rotate a full 360 degrees; and all pieces are lightweight; durable and engineered to last outdoors.<br><br>Features: <ul><li>Kit includes two motion club chairs; two club ottomans; a 76-inch sofa; coffee table; side table; and six coordinated accent pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable SolarFast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>D	3299.99	http://www.rstbrands.com/Barcelo-7pc-Deluxe-Motion-Club-Deep-Seating-Set-Maxim-Beige	https://www.rstbrands.com/ProductImages/OP-PESS7MD-BAR-MXM-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-7pc-Deluxe-Motion-Club-Deep-Seating-Set-Maxim-Beige	http://www.rstbrands.com/ProductImages/OP-PESS7MD-BAR-MXM-K_main-1.jpg	New Items;Outdoor Sofas and Sectionals	RST Brands	In Stock	99.99	3299.99	Barcelo 7pc Motion Club Seating Set
OP-PESS7M-BAR-YLW-K	OP-PESS7M-BAR-YLW-K	7.07E+11	Barcelo 7pc Motion Club Seating Set - Sunflower Yellow	Perfect for gathering around with your friends and family; this 7pc Seating Group has everything you need to unwind in a space where you can enjoy your outdoor setting. This beautiful seating set features a two tone resin wicker meticulously woven in a vertical diamond pattern; accented by brushed aluminum legs and accents. Legs are tapered for added depth and detail; and brushed to a rich wood grain mohaoganny finish to accent the espresso colored resin wickers. Comfortable and deep motion chairs rotate a full 360 degrees; and all pieces are lightweight; durable and engineered to last outdoors.<br><br>Features: <ul><li>Kit includes two motion club chairs; two club ottomans; a 76-inch sofa; coffee table; side table; and six coordinated accent pillows.</li><li>Powder-coated aluminum frames are lightweight and rust-free.</li><li>Mixed material frames are hand-woven with durable SolarFast-�� resin wicker</li><li>Cushions are wrapped in Sunbrella-�� all-weather; fade resistant fabric.</li><li>	3299.99	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Sunflower-Yellow	https://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-YLW-K_main-1.jpg?resizeid=6&resizeh=600&resizew=600	http://www.rstbrands.com/Barcelo-7pc-Motion-Club-Deep-Seating-Set-Sunflower-Yellow	http://www.rstbrands.com/ProductImages/OP-PESS7M-BAR-YLW-K_main-1.jpg	New Items;Outdoor Furniture;Outdoor Sofas and Sectionals	RST Brands	In Stock	99.99	3299.99	Barcelo 7pc Motion Club Seating Set
